"File","NEF","TIFF","Date Created","Date Modified","File Size","Image Size","Date Shot","Time Zone and Date","Image Quality","Artist","Copyright","Image Comment","Device","Lens","Focal Length","Focus Mode","AF-Area Mode","VR","AF Fine Tune","Aperture","Shutter Speed","Exposure Mode","Exposure Comp.","Exposure Tuning","Metering","ISO Sensitivity","Flash Device","Flash Sync Mode","Flash Mode","White Balance","Color Space","High ISO NR","Long Exposure NR","Active D-Lighting","Image Authentication","Vignette Control","Auto Distortion Control","Picture Control","Base","Quick Adjust","Sharpening","Contrast","Brightness","Saturation","Hue","Filter Effects","Toning","Optimize Image","Color Mode","Tone Comp.","Hue Adjustment","Saturation","Sharpening","Latitude","Longitude","Altitude","Altitude Reference","Heading","UTC","Map Datum","Scene Mode","Keywords"
"r7d5a9daft","http://193.205.194.113/RAISE/NEF/r7d5a9daft.NEF","http://193.205.194.113/RAISE/TIFF/r7d5a9daft.TIF","9/21/2014 7:25","2/3/2013 7:21","21.0 MB","L (4928 x 3264)","21:14.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","26mm","AF-A","Auto","ON","OFF","f/13","1/60s","Aperture Priority","+0.7EV","","Matrix","ISO 400","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"r2e116087t","http://193.205.194.113/RAISE/NEF/r2e116087t.NEF","http://193.205.194.113/RAISE/TIFF/r2e116087t.TIF","9/21/2014 7:25","2/3/2013 7:23","18.1 MB","L (4928 x 3264)","23:14.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","75mm","AF-A","Auto","ON","OFF","f/5","1/8s","Aperture Priority","+0.7EV","","Matrix","ISO 250","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","objects; outdoor"
"r70c9aafbt","http://193.205.194.113/RAISE/NEF/r70c9aafbt.NEF","http://193.205.194.113/RAISE/TIFF/r70c9aafbt.TIF","9/21/2014 7:25","2/3/2013 7:23","18.4 MB","L (4928 x 3264)","23:36.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","112mm","AF-A","Auto","ON","OFF","f/5.3","1/10s","Aperture Priority","+0.7EV","","Matrix","ISO 250","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","objects; outdoor"
"r54755ca5t","http://193.205.194.113/RAISE/NEF/r54755ca5t.NEF","http://193.205.194.113/RAISE/TIFF/r54755ca5t.TIF","9/21/2014 7:25","2/3/2013 7:25","19.6 MB","L (4928 x 3264)","25:37.8","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","27mm","AF-A","Auto","ON","OFF","f/5","1/8s","Aperture Priority","+0.7EV","","Matrix","ISO 250","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r4fe6e49ct","http://193.205.194.113/RAISE/NEF/r4fe6e49ct.NEF","http://193.205.194.113/RAISE/TIFF/r4fe6e49ct.TIF","9/21/2014 7:25","2/3/2013 7:26","20.8 MB","L (4928 x 3264)","26:06.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/15s","Aperture Priority","+0.7EV","","Matrix","ISO 250","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r78956f73t","http://193.205.194.113/RAISE/NEF/r78956f73t.NEF","http://193.205.194.113/RAISE/TIFF/r78956f73t.TIF","9/21/2014 7:25","2/3/2013 7:48","21.6 MB","L (4928 x 3264)","48:43.9","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/6.3","1/640s","Aperture Priority","+0.7EV","","Matrix","ISO 250","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; landscape; outdoor"
"rdf9c6014t","http://193.205.194.113/RAISE/NEF/rdf9c6014t.NEF","http://193.205.194.113/RAISE/TIFF/rdf9c6014t.TIF","9/21/2014 7:25","2/3/2013 7:59","21.1 MB","L (4928 x 3264)","59:29.8","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/6.3","1/6s","Aperture Priority","+0.7EV","","Matrix","ISO 250","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r73a8cca5t","http://193.205.194.113/RAISE/NEF/r73a8cca5t.NEF","http://193.205.194.113/RAISE/TIFF/r73a8cca5t.TIF","9/21/2014 7:25","2/3/2013 7:59","21.1 MB","L (4928 x 3264)","59:33.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/6.3","1/5s","Aperture Priority","+0.7EV","","Matrix","ISO 250","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r91403508t","http://193.205.194.113/RAISE/NEF/r91403508t.NEF","http://193.205.194.113/RAISE/TIFF/r91403508t.TIF","9/21/2014 7:26","2/3/2013 8:13","20.7 MB","L (4928 x 3264)","13:28.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","60mm","AF-A","Auto","ON","OFF","f/6.3","1/60s","Aperture Priority","+0.7EV","","Matrix","ISO 250","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r85616e33t","http://193.205.194.113/RAISE/NEF/r85616e33t.NEF","http://193.205.194.113/RAISE/TIFF/r85616e33t.TIF","9/21/2014 7:26","2/3/2013 8:18","18.8 MB","L (4928 x 3264)","18:36.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","105mm","AF-A","Auto","ON","OFF","f/5.3","1/320s","Aperture Priority","+0.7EV","","Matrix","ISO 320","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r42db6a7dt","http://193.205.194.113/RAISE/NEF/r42db6a7dt.NEF","http://193.205.194.113/RAISE/TIFF/r42db6a7dt.TIF","9/21/2014 7:26","2/3/2013 8:20","20.2 MB","L (4928 x 3264)","20:14.1","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","46mm","AF-A","Auto","ON","OFF","f/5","1/500s","Aperture Priority","+0.7EV","","Matrix","ISO 320","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"rbeeb3dc7t","http://193.205.194.113/RAISE/NEF/rbeeb3dc7t.NEF","http://193.205.194.113/RAISE/TIFF/rbeeb3dc7t.TIF","9/21/2014 7:26","2/3/2013 8:27","19.2 MB","L (4928 x 3264)","27:20.0","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/160s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r99d3874et","http://193.205.194.113/RAISE/NEF/r99d3874et.NEF","http://193.205.194.113/RAISE/TIFF/r99d3874et.TIF","9/21/2014 7:27","2/3/2013 8:27","20.4 MB","L (4928 x 3264)","27:41.8","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/250s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"ra3946adft","http://193.205.194.113/RAISE/NEF/ra3946adft.NEF","http://193.205.194.113/RAISE/TIFF/ra3946adft.TIF","9/21/2014 7:27","2/3/2013 8:30","18.9 MB","L (4928 x 3264)","30:06.0","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/500s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r50f87655t","http://193.205.194.113/RAISE/NEF/r50f87655t.NEF","http://193.205.194.113/RAISE/TIFF/r50f87655t.TIF","9/21/2014 7:27","2/3/2013 8:33","18.8 MB","L (4928 x 3264)","33:53.8","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/160s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r21b7dd1et","http://193.205.194.113/RAISE/NEF/r21b7dd1et.NEF","http://193.205.194.113/RAISE/TIFF/r21b7dd1et.TIF","9/21/2014 7:27","2/3/2013 8:34","20.4 MB","L (4928 x 3264)","34:04.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/640s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r54621f15t","http://193.205.194.113/RAISE/NEF/r54621f15t.NEF","http://193.205.194.113/RAISE/TIFF/r54621f15t.TIF","9/21/2014 7:27","2/3/2013 8:35","18.7 MB","L (4928 x 3264)","35:46.1","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/200s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r481c8890t","http://193.205.194.113/RAISE/NEF/r481c8890t.NEF","http://193.205.194.113/RAISE/TIFF/r481c8890t.TIF","9/21/2014 7:27","2/3/2013 8:36","20.7 MB","L (4928 x 3264)","36:32.8","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/400s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r51f7db1bt","http://193.205.194.113/RAISE/NEF/r51f7db1bt.NEF","http://193.205.194.113/RAISE/TIFF/r51f7db1bt.TIF","9/21/2014 7:27","2/3/2013 8:37","20.4 MB","L (4928 x 3264)","36:59.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/400s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"rc02c9beet","http://193.205.194.113/RAISE/NEF/rc02c9beet.NEF","http://193.205.194.113/RAISE/TIFF/rc02c9beet.TIF","9/21/2014 7:27","2/3/2013 8:37","21.4 MB","L (4928 x 3264)","37:36.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","22mm","AF-A","Auto","ON","OFF","f/5","1/320s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r240bbf6bt","http://193.205.194.113/RAISE/NEF/r240bbf6bt.NEF","http://193.205.194.113/RAISE/TIFF/r240bbf6bt.TIF","9/21/2014 7:27","2/3/2013 8:37","19.8 MB","L (4928 x 3264)","37:50.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/200s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r1f2f31e2t","http://193.205.194.113/RAISE/NEF/r1f2f31e2t.NEF","http://193.205.194.113/RAISE/TIFF/r1f2f31e2t.TIF","9/21/2014 7:27","2/3/2013 8:38","20.5 MB","L (4928 x 3264)","38:20.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","52mm","AF-A","Auto","ON","OFF","f/5","1/800s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r3d091dc0t","http://193.205.194.113/RAISE/NEF/r3d091dc0t.NEF","http://193.205.194.113/RAISE/TIFF/r3d091dc0t.TIF","9/21/2014 7:27","2/3/2013 8:38","19.0 MB","L (4928 x 3264)","38:28.9","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","44mm","AF-A","Auto","ON","OFF","f/5","1/400s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r48d19502t","http://193.205.194.113/RAISE/NEF/r48d19502t.NEF","http://193.205.194.113/RAISE/TIFF/r48d19502t.TIF","9/21/2014 7:27","2/3/2013 8:40","22.0 MB","L (4928 x 3264)","40:25.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/500s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"rbd192adft","http://193.205.194.113/RAISE/NEF/rbd192adft.NEF","http://193.205.194.113/RAISE/TIFF/rbd192adft.TIF","9/21/2014 7:27","2/3/2013 8:40","21.2 MB","L (4928 x 3264)","40:28.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/640s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r438a5282t","http://193.205.194.113/RAISE/NEF/r438a5282t.NEF","http://193.205.194.113/RAISE/TIFF/r438a5282t.TIF","9/21/2014 7:27","2/3/2013 8:45","19.5 MB","L (4928 x 3264)","45:40.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/500s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r2c6e600bt","http://193.205.194.113/RAISE/NEF/r2c6e600bt.NEF","http://193.205.194.113/RAISE/TIFF/r2c6e600bt.TIF","9/21/2014 7:27","2/3/2013 8:45","19.0 MB","L (4928 x 3264)","45:55.0","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/640s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"rb60ed4a1t","http://193.205.194.113/RAISE/NEF/rb60ed4a1t.NEF","http://193.205.194.113/RAISE/TIFF/rb60ed4a1t.TIF","9/21/2014 7:27","2/3/2013 8:46","21.2 MB","L (4928 x 3264)","46:57.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/400s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"rca9afba5t","http://193.205.194.113/RAISE/NEF/rca9afba5t.NEF","http://193.205.194.113/RAISE/TIFF/rca9afba5t.TIF","9/21/2014 7:28","2/3/2013 8:47","18.8 MB","L (4928 x 3264)","47:11.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/200s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r1683028at","http://193.205.194.113/RAISE/NEF/r1683028at.NEF","http://193.205.194.113/RAISE/TIFF/r1683028at.TIF","9/21/2014 7:28","2/3/2013 8:47","18.5 MB","L (4928 x 3264)","47:18.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/100s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"rf0871545t","http://193.205.194.113/RAISE/NEF/rf0871545t.NEF","http://193.205.194.113/RAISE/TIFF/rf0871545t.TIF","9/21/2014 7:28","2/3/2013 8:47","19.7 MB","L (4928 x 3264)","47:47.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/250s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"rc00605eat","http://193.205.194.113/RAISE/NEF/rc00605eat.NEF","http://193.205.194.113/RAISE/TIFF/rc00605eat.TIF","9/21/2014 7:28","2/3/2013 8:48","20.9 MB","L (4928 x 3264)","48:04.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/250s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"rfa7b4fd5t","http://193.205.194.113/RAISE/NEF/rfa7b4fd5t.NEF","http://193.205.194.113/RAISE/TIFF/rfa7b4fd5t.TIF","9/21/2014 7:28","2/3/2013 8:48","21.2 MB","L (4928 x 3264)","48:18.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/250s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r30014ccat","http://193.205.194.113/RAISE/NEF/r30014ccat.NEF","http://193.205.194.113/RAISE/TIFF/r30014ccat.TIF","9/21/2014 7:28","2/3/2013 8:48","19.1 MB","L (4928 x 3264)","48:22.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/100s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r65a03114t","http://193.205.194.113/RAISE/NEF/r65a03114t.NEF","http://193.205.194.113/RAISE/TIFF/r65a03114t.TIF","9/21/2014 7:28","2/3/2013 8:49","21.7 MB","L (4928 x 3264)","49:14.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/640s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r5e61c6f8t","http://193.205.194.113/RAISE/NEF/r5e61c6f8t.NEF","http://193.205.194.113/RAISE/TIFF/r5e61c6f8t.TIF","9/21/2014 7:28","2/3/2013 8:50","19.6 MB","L (4928 x 3264)","50:04.0","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/250s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"ra04cbebet","http://193.205.194.113/RAISE/NEF/ra04cbebet.NEF","http://193.205.194.113/RAISE/TIFF/ra04cbebet.TIF","9/21/2014 7:28","2/3/2013 8:50","21.5 MB","L (4928 x 3264)","50:27.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/500s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"rc11ac12bt","http://193.205.194.113/RAISE/NEF/rc11ac12bt.NEF","http://193.205.194.113/RAISE/TIFF/rc11ac12bt.TIF","9/21/2014 7:28","2/3/2013 8:50","20.9 MB","L (4928 x 3264)","50:48.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","26mm","AF-A","Auto","ON","OFF","f/5","1/250s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
